# Data for 5 runs. Last column is the average.
0	10	10	16	17	15	13.6
1	7	12	18	14	13	12.8
2	11	10	16	17	19	14.6
3	14	14	19	15	18	16.0
4	14	14	13	20	16	15.4
5	15	13	18	16	17	15.8
6	12	12	18	13	17	14.4
7	16	13	20	18	16	16.6
8	11	11	18	21	16	15.4
9	13	11	14	17	18	14.6
10	12	12	14	16	19	14.6
11	10	14	17	16	18	15.0
12	13	10	14	16	15	13.6
13	13	14	14	15	14	14.0
14	11	10	18	14	16	13.8
15	10	14	13	12	14	12.6
16	18	12	17	13	21	16.2
17	8	10	18	15	15	13.2
18	12	13	15	15	21	15.2
19	10	12	15	12	18	13.4
20	12	9	16	17	14	13.6
21	11	9	17	15	16	13.6
22	12	15	15	17	19	15.6
23	9	11	19	11	15	13.0
24	8	12	14	14	18	13.2
25	13	14	17	15	19	15.6
26	12	11	17	18	15	14.6
27	14	13	15	19	19	16.0
28	11	15	16	18	19	15.8
29	13	15	17	14	17	15.2
30	12	13	18	16	14	14.6
31	11	12	17	17	14	14.2
32	14	12	17	16	16	15.0
33	12	14	15	16	14	14.2
34	11	10	17	12	17	13.4
35	13	10	16	14	18	14.2
36	10	12	15	17	15	13.8
37	13	9	17	15	13	13.4
38	15	10	13	18	17	14.6
39	12	15	18	14	15	14.8
40	12	13	20	13	17	15.0
41	11	11	13	17	16	13.6
42	15	10	16	16	19	15.2
43	10	14	16	16	16	14.4
44	12	12	17	11	16	13.6
45	11	12	13	13	16	13.0
46	13	10	17	14	18	14.4
47	12	13	17	19	16	15.4
48	13	11	20	14	16	14.8
49	14	11	17	18	18	15.6

