# Data for 5 runs. Last column is the average.
0	15	18	13	21	16	16.6
1	15	18	15	17	15	16.0
2	15	16	13	19	17	16.0
3	9	16	13	18	15	14.2
4	16	14	10	17	16	14.6
5	14	17	13	20	18	16.4
6	16	17	13	19	14	15.8
7	14	13	9	21	14	14.2
8	12	13	12	17	12	13.2
9	15	17	15	20	13	16.0
10	15	15	12	22	19	16.6
11	16	17	10	15	17	15.0
12	17	18	13	21	14	16.6
13	11	19	13	19	18	16.0
14	15	19	15	19	10	15.6
15	15	18	12	20	15	16.0
16	11	15	17	19	19	16.2
17	14	16	15	16	15	15.2
18	15	16	10	17	17	15.0
19	16	14	14	19	14	15.4
20	12	11	11	18	16	13.6
21	14	20	14	19	17	16.8
22	11	20	14	21	13	15.8
23	10	16	15	17	15	14.6
24	12	16	9	18	17	14.4
25	14	13	18	21	16	16.4
26	13	15	13	18	20	15.8
27	19	16	14	19	18	17.2
28	14	17	13	18	11	14.6
29	11	19	16	18	18	16.4
30	11	18	13	15	19	15.2
31	18	15	12	15	20	16.0
32	10	17	11	15	19	14.4
33	11	16	13	16	21	15.4
34	12	16	11	17	14	14.0
35	16	12	13	18	20	15.8
36	12	19	12	18	18	15.8
37	17	17	16	21	14	17.0
38	13	17	14	18	18	16.0
39	14	14	13	18	18	15.4
40	14	14	19	15	17	15.8
41	11	17	11	18	14	14.2
42	15	16	13	19	13	15.2
43	17	20	11	19	14	16.2
44	16	18	11	21	19	17.0
45	12	14	17	18	21	16.4
46	12	18	15	19	19	16.6
47	16	19	14	25	19	18.6
48	13	18	13	17	17	15.6
49	15	16	13	17	14	15.0

